	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.00692	0.0531	0.0	0.00079	0.01795	0.0	0.00557	0.0	0.0	0.0	0.00302	0.04583	0.0	0.0	0.0	0.0	0.0	0.0886	0.00822	0.008870000000000001	0.0	0.0	0.00031	0.0	0.05168	0.0275	0.80078	0.00626	0.15997	0.00468	0.08695	0.0	0.009940000000000001	0.028839999999999998	0.061989999999999996	0.0793	0.00143	0.02389	0.02102	0.00542	0.0	0.00513	0.0	0.0	0.014740000000000001	0.0	0.00513	0.0002	0.00629	0.0027199999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.03375	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.01973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06326	0.08854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06605	0.06417	0.0	0.0	0.0	0.0	0.13322	0.0	0.0	0.0	0.03834	0.0	0.0	0.0	0.35956	0.26533	0.0	0.0	0.07848	0.41728999999999994	0.5653199999999999	0.0	0.0	0.0	0.019790000000000002	0.0	0.09627000000000001	0.55086	0.0	0.06712	0.0433	0.0	0.35281999999999997	0.011170000000000001	0.0423	0.0	0.051019999999999996	0.0	0.0	0.10734	0.0899	0.016630000000000002	0.02164	0.0253	0.0	0.01441	0.02311	0.11114	0.03121
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16172999999999998	0.0	0.0306	0.0	0.0	0.0	0.01739	0.0	0.0	0.0	0.0	0.00309	0.0	0.0	0.0	0.0	0.0	0.18786	0.14238	0.0	0.0	0.0	0.0	0.0	0.0025399999999999997	0.84416	0.0	0.061520000000000005	0.0005099999999999999	0.0	0.0	0.0	0.0	0.30277	0.0096	0.0	0.18930999999999998	0.0	0.0	0.00297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3523|s__GGB3523_SGB4703	0.0	0.0	0.0	0.0	0.0	0.0	0.01201	0.0	0.0	0.0	0.0	0.0	0.0	0.17787	0.21100000000000002	0.0	0.014830000000000001	0.0	0.0059700000000000005	0.0	0.0	0.0	0.03304	0.0	0.0	0.0	0.00834	0.0	0.0	0.0	0.0	0.0	0.01987	0.0	0.0	0.0	0.0	0.0	0.0	0.26058000000000003	0.02504	0.0	0.15569000000000002	0.0	0.0	0.0	0.0	0.0	0.41456000000000004	0.00036	0.0	0.0	0.02875	0.0	0.0	0.0	0.0858	0.23139	0.0	0.0	0.0	0.34665	0.0	0.29420999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.03225
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089	0.00021	0.0	0.009770000000000001	0.51185	0.00099	0.0	0.0	0.00317	0.0	0.0	0.023280000000000002	0.00449	0.0	0.00027	0.0015300000000000001	0.0	0.0	0.0048200000000000005	0.0	0.0	0.00707	0.0	0.22058000000000003	0.00503	0.00912	0.00532	0.39789	0.01004	0.00373	0.013009999999999999	0.00425	0.0	0.10503	0.00265	0.0	0.0	0.0	0.0	0.0	0.08327000000000001	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	3.48012	0.65371	0.00562	0.2777	0.21113	0.01247	0.013090000000000001	0.058589999999999996	0.10536	0.0	0.0032600000000000003	0.05151	0.0	0.00976	0.00685	0.0	0.19673	0.00137	10.93849	0.030019999999999998	0.44027	0.00375	0.50673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4	0.06293	0.0	0.0	0.0	0.0	0.0	0.00915	0.0	0.0	0.0	0.0	0.0	0.0	0.10149	0.578	0.0	0.00663	0.0	0.53786	0.0	0.0	0.08986	0.0	0.0	0.0	0.16335999999999998	0.00748	0.30972	0.0	0.0	0.0	0.0	0.0	0.20865999999999998	0.0	0.00503	0.0	0.0	0.0	0.2622	0.0	0.00263	0.05823	0.0	0.06295	0.0	0.027180000000000003	0.04457	0.0972	0.0	0.04809	0.38505	0.21971	0.0	0.49681000000000003	0.00143	0.0	0.74679	0.0	0.08532999999999999	0.69429	1.72925	0.0006900000000000001	0.0	0.0	0.00091	1.4874	0.0	0.0	0.0	0.01766
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_coprocola	0.00156	0.03982	0.007559999999999999	0.03362	0.01904	0.015090000000000001	0.02532	0.02254	0.00601	0.06932999999999999	0.014580000000000001	0.018680000000000002	0.0	0.02428	0.01652	0.01317	0.02324	0.16197999999999999	0.013219999999999999	0.00922	0.0070799999999999995	0.00023999999999999998	0.01157	21.635679999999997	0.03597	0.02384	0.035	0.04609	0.02222	0.01999	0.027530000000000002	0.00233	0.29475999999999997	0.0	2.78287	0.0	0.0	0.0	8.48516	0.0	0.5886600000000001	0.00025	0.0	0.0	0.0	0.34673000000000004	0.0	0.0	0.02199	0.02597	0.054479999999999994	0.025169999999999998	21.48389	0.036610000000000004	0.02425	0.19336	0.00548	0.01181	0.025810000000000003	0.01081	0.05155	0.014130000000000002	1.55646	0.0038399999999999997	0.01145	0.03349	0.02793	0.01456	0.00765	7.5338	0.023540000000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB4447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17793	0.0	0.046130000000000004	0.0	0.0	0.0	0.0	0.21154	0.0	0.16286	0.0	0.24966	0.41865	1.10016	0.0	0.0	0.022340000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77573	0.05004	0.0	0.0	0.0	0.07869	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	0.00585	0.0	0.013369999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.05206	0.00424	0.03673	0.00886	0.00611	0.00647	0.03317	0.00743	0.010490000000000001	0.04056	15.63882	0.01207	0.16185	0.00411	0.00027	0.00234	1.9369299999999998	0.03166	0.0	0.00496	0.0	0.01444	0.00058	0.09208	0.14939000000000002	0.0	0.04858	0.0	0.0	0.0	0.0	0.02974	0.00056	0.0	0.0	0.0	0.0013	0.0	0.0016	0.01621	0.01617	0.00099	0.6722899999999999	0.00428	0.00084	0.007240000000000001	0.83309	8.40133	0.01145	0.94768	8.1556	0.0222	0.015069999999999998	0.020380000000000002	0.021830000000000002	0.09634	0.75392	0.00044	1.3238	0.00458	0.01681	0.08437
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17757	0.0	0.0	0.08139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1537	0.0	0.0	0.0	0.8945700000000001	0.0	0.0	0.0	0.26961	0.0	0.38647	0.0	1.02504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021100000000000003	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	1.14856	0.09755	0.0	0.0	0.61375	0.0	0.0	0.03225	0.0	0.0	0.0	0.0	0.0	0.25177	0.29911	0.0	0.48536	1.1692799999999999	0.55523	0.0	0.16325	0.14682
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.00131	0.00457	0.00499	0.0011	0.0	0.0	0.53578	0.030539999999999998	0.00534	0.0	0.00787	2.32755	1.46043	0.86946	0.00023999999999999998	0.0	0.0	0.0	0.35381999999999997	0.0022199999999999998	0.00346	0.0015300000000000001	0.7459600000000001	0.00035	0.00055	0.4933	0.0	0.13321	0.0033	0.0030800000000000003	0.0	0.0	0.30673	0.48736999999999997	0.5376	0.0	1.29249	0.35557	0.80623	0.00583	1.11986	0.0	0.0	0.020309999999999998	0.41478000000000004	0.0	0.00805	0.0	0.14190999999999998	2.05133	0.27605	0.59183	0.010620000000000001	0.00047000000000000004	0.00179	1.36965	1.20855	0.00432	1.55292	0.28549	0.00885	0.00253	0.6612899999999999	0.40962	0.00095	2.4366	0.00265	1.7091900000000002	1.7874599999999998	1.32104	0.75673
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium	0.009909999999999999	0.00078	0.00349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07203999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01622	0.0	0.0	0.15677	0.014419999999999999	0.0	0.0044	0.18425	0.0	0.0	0.0	0.0	0.0	0.01594	0.0	0.00655	1.5233	0.08917	0.0	0.0	0.0015	0.0	0.059820000000000005	2.07535	0.0	1.17852	0.43168999999999996	0.0	0.00132	0.23038000000000003	0.0247	0.06567	4.6651	0.0	1.52519	0.42448	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15091	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3113	0.0	0.0	0.0558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29364	0.0	0.0	0.0	0.00524	0.0	0.0	0.0010199999999999999	0.0	0.00705	0.00107	2.0449200000000003	0.09491000000000001	0.00212	0.0	0.0	1.45365	0.0	0.0	0.53293
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium	0.0	0.00055	0.1537	0.0	0.018269999999999998	0.0	0.0	0.0	0.0	0.11855999999999998	0.0028399999999999996	0.0	0.0	0.21059	0.08559	0.0	0.00883	0.0	0.0	0.01435	0.00557	0.0	1.95187	0.0	0.0	0.03822	0.038860000000000006	0.21350999999999998	0.00172	0.0	0.01883	0.0	0.11694	0.7751600000000001	0.50797	0.0	2.84964	0.81771	0.11798	0.09297000000000001	2.15945	0.20843000000000003	0.06684	0.0	0.18395	0.09619	0.014969999999999999	0.0	0.11102000000000001	0.40168000000000004	0.0377	0.037939999999999995	0.00573	0.00985	0.02169	9.77567	3.15069	0.51636	1.3564200000000002	1.165	0.02105	0.03913	0.95215	0.20969000000000002	1.47403	0.08785	0.0	1.74647	1.39547	0.68693	1.73058
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9632|s__GGB9632_SGB15089	0.39442	0.00202	0.02864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.56821	0.0	0.0	1.6807599999999998	0.0	0.0	0.60321	0.42562	0.54042	0.01813	0.0	0.0	0.0	0.45871000000000006	3.5258300000000005	0.0017100000000000001	0.0	0.0057	0.023569999999999997	0.10421	0.0	0.36388000000000004	0.0	0.0	1.7537599999999998	0.0	0.0	0.0	0.0	0.0020399999999999997	0.64077	0.0	0.047060000000000005	0.0	0.0	0.0	4.24201	1.05641	0.00335	0.1053	0.86429	0.00312	0.00294	0.11417999999999999	0.02348	0.93989	0.02791	0.0	0.1541	0.00081	0.3317	0.19621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF34_10BH	0.0036799999999999997	0.00249	0.0123	0.76928	0.00352	0.0	0.0	0.0009199999999999999	0.0	0.0	0.00041	0.0	0.0	0.02169	0.05107	0.0	0.0	0.0048	0.0	0.10228999999999999	0.0	0.0005200000000000001	1.2132399999999999	0.00036	0.00373	0.04374	0.0166	0.00231	0.04137	0.00245	0.0	3.5117599999999998	0.40815999999999997	0.01012	0.01165	0.0	0.0	0.07997	0.0	0.0	3.13445	0.0	0.02408	1.20072	0.0	0.0	0.0	0.0	0.09647	5.7227	1.89735	0.58673	0.06488	0.01563	0.011770000000000001	3.08303	0.02795	0.01207	0.73111	0.14862999999999998	0.05844	0.16489	0.00823	0.08261	0.01064	2.4339	0.0017699999999999999	0.08152999999999999	0.3453	0.32913000000000003	0.8913200000000001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_sp_Marseille_P3923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011590000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13136	0.0	0.0	0.031810000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.062189999999999995	0.0	0.0	0.0	0.03967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11947999999999999	0.04747	0.0	0.0	0.0	0.0	0.02199	0.17345	0.0	0.0	0.047189999999999996	0.0	0.0	0.00251	0.0	0.0	0.05483	0.0	0.13517	0.0	0.00016999999999999999	1.29949
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0.0	0.0	0.05776	0.0	0.0	0.0	0.0	0.0	0.0	0.050089999999999996	0.0	0.0	0.0	0.0	0.05625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6398699999999999	0.0	0.0	0.06731000000000001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0672	0.0	0.0	0.0	0.0	0.0	0.0	0.00859	0.0	0.0	0.07501000000000001	0.0	0.0	0.70399	0.0	0.0	0.0	0.0	0.0	0.41658999999999996	0.01961	0.0	0.0	0.25687	0.0	0.0	0.0	0.021419999999999998	1.3097299999999998	0.13245	0.0	0.0	0.45231000000000005	0.0782	1.28565
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.0033200000000000005	0.00374	0.00242	0.0	0.0	0.0	0.0	0.15066	0.0	0.29846	0.00322	0.0	0.5653699999999999	0.0	1.0625200000000001	0.0	0.0	0.0	0.0	0.19776	0.0	0.0	1.34151	0.0	0.0	0.0	1.59172	0.0	0.0	0.0	0.0	0.68645	0.00238	0.35069	1.1798899999999999	0.0	0.19044	1.7287400000000002	1.88093	0.0	0.11273	0.0	0.0	0.08127999999999999	0.0	0.0	0.0	0.0	0.20798000000000003	0.03519	1.24253	0.25017	0.13633	0.0	0.00409	0.30527	0.35755	0.0	0.82511	0.0	0.0	0.0	0.09227	0.09126000000000001	4.58789	0.0	0.0012	0.0	0.12069	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15053	0.5727800000000001	0.0	0.60396	0.0	0.61106	0.0	0.0	0.0	0.0	0.87067	0.0	0.0	1.0351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23319	0.2869	0.0	0.6665399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.5185	0.0	0.0	0.0	0.21955	0.04036	0.0	0.0	0.56972	0.0	0.0	0.00985	0.0	0.0	0.0	0.0	0.04645	0.36345	0.0	0.0147	0.00081	0.0	0.0	0.08141	0.40586	0.0	0.61628	0.00027	0.0	0.0	0.30804000000000004	0.11254000000000002	1.3120399999999999	0.0	0.0	0.5555100000000001	0.07675	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.0	0.0	0.00074	0.0	0.00065	0.01107	0.0	1.36109	0.0	1.2129299999999998	0.0	0.0	0.014469999999999998	0.0	0.0	0.01196	0.0	0.00213	0.0	1.05821	0.0	0.0	0.00952	0.0	0.0	0.007809999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.14517	0.0	0.0	0.0	0.8034100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001	0.0	0.0	0.0	0.00336	0.26116	0.19130999999999998	0.0	1.53791	0.0	0.0	0.0	0.15128	0.0	3.4371699999999996	0.0	0.0	0.02518	0.020319999999999998	0.0038	0.00238
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15260	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.038860000000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42191000000000006	0.37362	0.0028699999999999997	0.0	0.0	0.5456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03803	0.0	0.0	0.0	0.00262	0.0	0.06272	1.28399	0.00228	0.0005	0.0	0.0	0.00539	0.07459	0.13883	3.02557	0.0	0.0	0.46285	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	0.0	0.0	0.04882	0.0	0.0	0.0	0.0	0.0	0.00027	0.00512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09731000000000001	0.0	0.0	0.15891	0.0	0.0	0.0	0.0	0.00843	0.03107	0.0	0.0	0.0	0.1467	0.10882	0.0	0.0	0.01595	0.4852	0.0	0.0	0.09053	0.0	1.03098	0.0	0.0	0.0	0.00358	0.0	0.1012	0.53666	0.027010000000000003	0.04802	0.00715	0.0	0.00717	0.18082	1.0790799999999998	0.00062	0.78675	0.02613	0.0	0.00025	0.17269	0.00396	0.14134000000000002	0.31514000000000003	0.0	0.06332	0.00047999999999999996	0.0772	0.18717
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4	0.00146	0.0	0.98287	0.0	0.0	0.0	0.0	0.0012	0.00294	0.8304600000000001	0.0068	0.02143	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.00514	0.0006900000000000001	2.0270099999999998	0.00098	0.00033999999999999997	0.0	0.08972000000000001	0.54374	1.57924	0.00434	0.0011	0.0	0.8569399999999999	0.00543	0.0051600000000000005	0.0	0.68408	0.79924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00424	1.6064399999999999	1.77056	0.25351999999999997	0.0	0.00209	0.00117	2.37487	4.33403	0.013090000000000001	4.47286	1.66782	0.0057399999999999994	0.009559999999999999	0.29095	0.12996	2.12106	0.0	0.0067599999999999995	2.4475700000000002	0.0068200000000000005	0.00624	0.84919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.0	0.0	0.0	0.0	0.00011999999999999999	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0009199999999999999	0.0	0.0	0.0007599999999999999	0.0	0.0	0.0	0.0	0.0	2.50699	0.0020399999999999997	0.0018399999999999998	0.31578	0.00165	0.0017699999999999999	0.0	0.00655	0.0	0.0	0.004079999999999999	0.005529999999999999	0.0	0.0	0.0	0.0	0.13205999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5928	1.37627	0.0004	0.0006900000000000001	0.0	0.0	0.0	0.09891	0.18983	0.0	0.0	0.09087	0.0	0.0	0.0	1.1314600000000001	0.31605	3.6728099999999997	0.0009699999999999999	0.02386	0.37648000000000004	2.56482	4.70004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016300000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006799999999999999	0.0	0.0	0.00067	0.0	0.5220199999999999	0.0	0.00043	0.0	0.0	0.00147	0.0	0.0	0.0	5.9999999999999995e-05	0.18661	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02692	0.0	0.0	0.0	0.0	0.0	0.0	0.5978100000000001	0.0	2.5542	0.0001	0.0	0.0	0.0	0.014759999999999999	0.07975	0.0	1.6377899999999999	0.061579999999999996	0.00013000000000000002	0.54747	0.0	0.14611	0.07505	3.0274799999999997	0.00044	0.12022000000000001	0.0	0.18181	3.04014
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis	0.0014199999999999998	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01145	0.03513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.00198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00658	0.0	0.0	0.0	0.00266	0.006370000000000001	0.0	0.0	0.0	0.0	0.0	0.28017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014509999999999999	0.0051	0.0	0.00033	0.0	0.0	0.0	0.42685	2.10718	0.00733	1.12304	0.00285	0.00571	0.00086	0.0035600000000000002	0.8624200000000001	0.0	1.07721	0.00339	2.7130099999999997	0.00551	0.004520000000000001	0.00331
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3277|s__GGB3277_SGB4327	0.0	0.0	0.0	0.0	0.05206	0.0	0.0	0.0	0.0	0.0	0.0	0.02924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.013630000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23021999999999998	5.9999999999999995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.85939	0.0	0.0	0.0	0.0	0.0	0.0	0.0019199999999999998	0.00257	0.0	0.0016699999999999998	0.13130999999999998	0.03005	0.00207	0.0009	1.43949	0.0017699999999999999	0.0	1.08443	0.0	0.0	0.0024100000000000002	0.11782000000000001	0.0	0.0	0.0	0.0006799999999999999	1.6519099999999998	0.00135	0.00011999999999999999	0.33762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46179	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021899999999999997	0.0748	0.00186	0.01087	0.00137	0.0033799999999999998	0.00108	0.0	0.0	0.0	0.0	0.04541	0.0	0.0	0.08307	0.01182	0.0	0.0	0.0	1.35937	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C	0.006959999999999999	0.0217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042899999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00047999999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03597	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12473	0.0	0.00247	0.0	0.0	0.0104	0.01685	0.0	0.0	0.016569999999999998	0.01797	0.017769999999999998	0.013580000000000002	0.036019999999999996	0.05442999999999999	0.01844	0.01622	0.029289999999999997	0.0	0.0	0.0	4.842219999999999	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.0013	0.00093	0.00418	0.0007599999999999999	0.0	0.65842	0.32653000000000004	0.09763	0.00047000000000000004	0.006409999999999999	0.0014199999999999998	0.0	0.08176	0.01644	0.00095	0.00066	0.0	0.0	0.42718	0.20945	0.07214	0.0	0.02305	0.0	0.0	0.0029	0.0045	0.01185	0.00016	0.22537	0.01047	0.00267	0.0037	0.03416	0.9817100000000001	0.0	0.09741	0.00677	0.00042	0.0	0.25997	0.0	0.0	0.0	0.06384	0.02557	0.0	0.04145	0.03413	0.0738	0.67474	0.02765	0.00206	1.97068	0.00317	0.42156000000000005	0.07909	0.0032	3.7241699999999995	0.48068999999999995	0.00481	0.02356	0.10668	0.00499	0.37117	1.9559400000000002	0.0	0.00146	0.00396	0.24678000000000003	2.43856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265	0.0	0.00202	0.0	0.0	0.14757	0.0	0.0	0.0	0.0	0.22746999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59182	0.0	0.0	0.9024700000000001	0.0	0.35864	0.05151	0.0	0.00043	0.0	0.00415	0.29818	0.0	0.0	0.0	0.8783200000000001	0.0	0.0	1.52386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1045	0.0	0.00322	0.01171	0.0019100000000000002	0.0	0.0	0.85929	0.13745	0.00212	4.99488	0.35011	0.00677	0.0	0.22593000000000002	0.008620000000000001	0.0036200000000000004	0.38447	0.0	0.68815	0.0	0.0	0.0
